tweet_id,date_time,favorites,followers,friends,retweets
872820683541237760,Thu Jun 08 14:20:41 +0000 2017,13411,9012343,18,3258
872620804844003328,Thu Jun 08 01:06:27 +0000 2017,18864,9012343,18,3180
872486979161796608,Wed Jun 07 16:14:40 +0000 2017,37108,9012343,18,7983
872122724285648897,Tue Jun 06 16:07:15 +0000 2017,31148,9012343,18,7101
871879754684805121,Tue Jun 06 00:01:46 +0000 2017,34127,9012343,18,9585
871762521631449091,Mon Jun 05 16:15:56 +0000 2017,18406,9012343,18,3064
871515927908634625,Sun Jun 04 23:56:03 +0000 2017,18384,9012343,18,3044
871166179821445120,Sun Jun 04 00:46:17 +0000 2017,0,9012343,18,5034
871102520638267392,Sat Jun 03 20:33:19 +0000 2017,19070,9012343,18,4849
871032628920680449,Sat Jun 03 15:55:36 +0000 2017,20738,9012343,18,3344
870804317367881728,Sat Jun 03 00:48:22 +0000 2017,30652,9012343,18,5441
870726314365509632,Fri Jun 02 19:38:25 +0000 2017,109,9012343,18,3
870656317836468226,Fri Jun 02 15:00:16 +0000 2017,11196,9012343,18,2282
870374049280663552,Thu Jun 01 20:18:38 +0000 2017,76061,9012343,18,23514
870308999962521604,Thu Jun 01 16:00:09 +0000 2017,20023,9012343,18,3654
870063196459192321,Wed May 31 23:43:25 +0000 2017,33312,9012343,18,7316
869772420881756160,Wed May 31 04:27:59 +0000 2017,38978,9012343,18,8971
869702957897576449,Tue May 30 23:51:58 +0000 2017,25761,9012343,18,5554
869596645499047938,Tue May 30 16:49:31 +0000 2017,14598,9012343,18,2731
869227993411051520,Mon May 29 16:24:37 +0000 2017,18646,9012343,18,3322
868880397819494401,Sun May 28 17:23:24 +0000 2017,59647,9012343,18,12700
868639477480148993,Sun May 28 01:26:04 +0000 2017,0,9012343,18,1815
868622495443632128,Sun May 28 00:18:35 +0000 2017,24311,9012343,18,4660
868552278524837888,Sat May 27 19:39:34 +0000 2017,9230,9012343,18,1815
867900495410671616,Fri May 26 00:29:37 +0000 2017,22169,9012343,18,3700
867774946302451713,Thu May 25 16:10:44 +0000 2017,31083,9012343,18,6474
867421006826221569,Wed May 24 16:44:18 +0000 2017,14727,9012343,18,2198
867072653475098625,Tue May 23 17:40:04 +0000 2017,0,9012343,18,106
867051520902168576,Tue May 23 16:16:06 +0000 2017,29496,9012343,18,7000
866720684873056260,Mon May 22 18:21:28 +0000 2017,18337,9012343,18,4263
866686824827068416,Mon May 22 16:06:55 +0000 2017,17624,9012343,18,3068
866450705531457537,Mon May 22 00:28:40 +0000 2017,111990,9012343,18,31356
866334964761202691,Sun May 21 16:48:45 +0000 2017,47958,9012343,18,12662
866094527597207552,Sun May 21 00:53:21 +0000 2017,0,9012343,18,7443
865718153858494464,Fri May 19 23:57:46 +0000 2017,23612,9012343,18,5013
865359393868664832,Fri May 19 00:12:11 +0000 2017,24267,9012343,18,4447
865006731092295680,Thu May 18 00:50:50 +0000 2017,25769,9012343,18,6900
864873206498414592,Wed May 17 16:00:15 +0000 2017,29602,9012343,18,7747
864279568663928832,Tue May 16 00:41:21 +0000 2017,13437,9012343,18,2682
864197398364647424,Mon May 15 19:14:50 +0000 2017,27475,9012343,18,7867
863907417377173506,Mon May 15 00:02:33 +0000 2017,18969,9012343,18,3710
863553081350529029,Sun May 14 00:34:33 +0000 2017,14042,9012343,18,3756
863471782782697472,Sat May 13 19:11:30 +0000 2017,0,9012343,18,2158
863432100342583297,Sat May 13 16:33:49 +0000 2017,21942,9012343,18,4707
863427515083354112,Sat May 13 16:15:35 +0000 2017,2017,9012343,18,84
863079547188785154,Fri May 12 17:12:53 +0000 2017,8093,9012343,18,991
863062471531167744,Fri May 12 16:05:02 +0000 2017,7750,9012343,18,2158
862831371563274240,Fri May 12 00:46:44 +0000 2017,17665,9012343,18,4607
862722525377298433,Thu May 11 17:34:13 +0000 2017,15761,9012343,18,3193
862457590147678208,Thu May 11 00:01:27 +0000 2017,18791,9012343,18,4401
862096992088072192,Wed May 10 00:08:34 +0000 2017,68229,9012343,18,20738
861383897657036800,Mon May 08 00:54:59 +0000 2017,33242,9012343,18,9621
861288531465048066,Sun May 07 18:36:02 +0000 2017,15816,9012343,18,3713
861005113778896900,Sat May 06 23:49:50 +0000 2017,15439,9012343,18,3444
860981674716409858,Sat May 06 22:16:42 +0000 2017,0,9012343,18,1919
860924035999428608,Sat May 06 18:27:40 +0000 2017,0,9012343,18,703
860563773140209665,Fri May 05 18:36:06 +0000 2017,6925,9012343,18,1919
860524505164394496,Fri May 05 16:00:04 +0000 2017,21853,9012343,18,4767
860276583193509888,Thu May 04 23:34:55 +0000 2017,17063,9012343,18,3169
860184849394610176,Thu May 04 17:30:24 +0000 2017,15409,9012343,18,5284
860177593139703809,Thu May 04 17:01:34 +0000 2017,0,9012343,18,27803
859924526012018688,Thu May 04 00:15:58 +0000 2017,18160,9012343,18,3697
859851578198683649,Wed May 03 19:26:06 +0000 2017,14338,9012343,18,3184
859607811541651456,Wed May 03 03:17:27 +0000 2017,17289,9012343,18,1402
859196978902773760,Tue May 02 00:04:57 +0000 2017,82956,9012343,18,27238
859074603037188101,Mon May 01 15:58:40 +0000 2017,31308,9012343,18,12369
858860390427611136,Mon May 01 01:47:28 +0000 2017,0,9012343,18,7348
858843525470990336,Mon May 01 00:40:27 +0000 2017,14512,9012343,18,3138
858471635011153920,Sun Apr 30 00:02:42 +0000 2017,20070,9012343,18,4417
858107933456039936,Fri Apr 28 23:57:28 +0000 2017,14640,9012343,18,2625
857989990357356544,Fri Apr 28 16:08:49 +0000 2017,14922,9012343,18,2344
857746408056729600,Fri Apr 28 00:00:54 +0000 2017,31764,9012343,18,9678
